,page_url,car_name,car_brand,car_model,car_type,car_age,kilometers,fuel,power,cm,price,ad_no
1126,https://www.polovniautomobili.com/auto-oglasi/21830205/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1127,https://www.polovniautomobili.com/auto-oglasi/21680811/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1128,https://www.polovniautomobili.com/auto-oglasi/21829684/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1129,https://www.polovniautomobili.com/auto-oglasi/21828232/alfa-romeo-147-16-twinspark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1130,https://www.polovniautomobili.com/auto-oglasi/21825190/alfa-romeo-33?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1131,https://www.polovniautomobili.com/auto-oglasi/21824343/alfa-romeo-156-jtd?attp=p2_pv0_pc1_pl1_plv0,,,,,,,,,,,
1132,https://www.polovniautomobili.com/auto-oglasi/21823870/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1133,https://www.polovniautomobili.com/auto-oglasi/21823687/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1134,https://www.polovniautomobili.com/auto-oglasi/21822304/alfa-romeo-146-14-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1135,https://www.polovniautomobili.com/auto-oglasi/21822439/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1136,https://www.polovniautomobili.com/auto-oglasi/21821298/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1137,https://www.polovniautomobili.com/auto-oglasi/21669568/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1138,https://www.polovniautomobili.com/auto-oglasi/21820485/alfa-romeo-156-regg-82023?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1139,https://www.polovniautomobili.com/auto-oglasi/21820127/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1140,https://www.polovniautomobili.com/auto-oglasi/21820091/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1141,https://www.polovniautomobili.com/auto-oglasi/21224905/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1142,https://www.polovniautomobili.com/auto-oglasi/21819417/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1143,https://www.polovniautomobili.com/auto-oglasi/20921581/alfa-romeo-145-14-boxer?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1144,https://www.polovniautomobili.com/auto-oglasi/21814906/alfa-romeo-147-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1145,https://www.polovniautomobili.com/auto-oglasi/21814676/alfa-romeo-156-20-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1146,https://www.polovniautomobili.com/auto-oglasi/21812692/alfa-romeo-146-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1147,https://www.polovniautomobili.com/auto-oglasi/21813810/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1148,https://www.polovniautomobili.com/auto-oglasi/21812543/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1149,https://www.polovniautomobili.com/auto-oglasi/21805357/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1150,https://www.polovniautomobili.com/auto-oglasi/21515357/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1151,https://www.polovniautomobili.com/auto-oglasi/21830205/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1152,https://www.polovniautomobili.com/auto-oglasi/21680811/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1153,https://www.polovniautomobili.com/auto-oglasi/21829684/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1154,https://www.polovniautomobili.com/auto-oglasi/21828232/alfa-romeo-147-16-twinspark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1155,https://www.polovniautomobili.com/auto-oglasi/21825190/alfa-romeo-33?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1156,https://www.polovniautomobili.com/auto-oglasi/21824343/alfa-romeo-156-jtd?attp=p2_pv0_pc1_pl1_plv0,,,,,,,,,,,
1157,https://www.polovniautomobili.com/auto-oglasi/21823870/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1158,https://www.polovniautomobili.com/auto-oglasi/21823687/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1159,https://www.polovniautomobili.com/auto-oglasi/21822304/alfa-romeo-146-14-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1160,https://www.polovniautomobili.com/auto-oglasi/21822439/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1161,https://www.polovniautomobili.com/auto-oglasi/21821298/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1162,https://www.polovniautomobili.com/auto-oglasi/21669568/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1163,https://www.polovniautomobili.com/auto-oglasi/21820485/alfa-romeo-156-regg-82023?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1164,https://www.polovniautomobili.com/auto-oglasi/21820127/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1165,https://www.polovniautomobili.com/auto-oglasi/21820091/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1166,https://www.polovniautomobili.com/auto-oglasi/21224905/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1167,https://www.polovniautomobili.com/auto-oglasi/21819417/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1168,https://www.polovniautomobili.com/auto-oglasi/20921581/alfa-romeo-145-14-boxer?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1169,https://www.polovniautomobili.com/auto-oglasi/21814906/alfa-romeo-147-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1170,https://www.polovniautomobili.com/auto-oglasi/21814676/alfa-romeo-156-20-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1171,https://www.polovniautomobili.com/auto-oglasi/21812692/alfa-romeo-146-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1172,https://www.polovniautomobili.com/auto-oglasi/21813810/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1173,https://www.polovniautomobili.com/auto-oglasi/21812543/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1174,https://www.polovniautomobili.com/auto-oglasi/21805357/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1175,https://www.polovniautomobili.com/auto-oglasi/21515357/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1176,https://www.polovniautomobili.com/auto-oglasi/21830205/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1177,https://www.polovniautomobili.com/auto-oglasi/21680811/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1178,https://www.polovniautomobili.com/auto-oglasi/21829684/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1179,https://www.polovniautomobili.com/auto-oglasi/21828232/alfa-romeo-147-16-twinspark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1180,https://www.polovniautomobili.com/auto-oglasi/21825190/alfa-romeo-33?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1181,https://www.polovniautomobili.com/auto-oglasi/21824343/alfa-romeo-156-jtd?attp=p2_pv0_pc1_pl1_plv0,,,,,,,,,,,
1182,https://www.polovniautomobili.com/auto-oglasi/21823870/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1183,https://www.polovniautomobili.com/auto-oglasi/21823687/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1184,https://www.polovniautomobili.com/auto-oglasi/21822304/alfa-romeo-146-14-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1185,https://www.polovniautomobili.com/auto-oglasi/21822439/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1186,https://www.polovniautomobili.com/auto-oglasi/21821298/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1187,https://www.polovniautomobili.com/auto-oglasi/21669568/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1188,https://www.polovniautomobili.com/auto-oglasi/21820485/alfa-romeo-156-regg-82023?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1189,https://www.polovniautomobili.com/auto-oglasi/21820127/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1190,https://www.polovniautomobili.com/auto-oglasi/21820091/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1191,https://www.polovniautomobili.com/auto-oglasi/21224905/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1192,https://www.polovniautomobili.com/auto-oglasi/21819417/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1193,https://www.polovniautomobili.com/auto-oglasi/20921581/alfa-romeo-145-14-boxer?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1194,https://www.polovniautomobili.com/auto-oglasi/21814906/alfa-romeo-147-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1195,https://www.polovniautomobili.com/auto-oglasi/21814676/alfa-romeo-156-20-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1196,https://www.polovniautomobili.com/auto-oglasi/21812692/alfa-romeo-146-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1197,https://www.polovniautomobili.com/auto-oglasi/21813810/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1198,https://www.polovniautomobili.com/auto-oglasi/21812543/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1199,https://www.polovniautomobili.com/auto-oglasi/21805357/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1200,https://www.polovniautomobili.com/auto-oglasi/21515357/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1201,https://www.polovniautomobili.com/auto-oglasi/21830205/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1202,https://www.polovniautomobili.com/auto-oglasi/21680811/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1203,https://www.polovniautomobili.com/auto-oglasi/21829684/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1204,https://www.polovniautomobili.com/auto-oglasi/21828232/alfa-romeo-147-16-twinspark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1205,https://www.polovniautomobili.com/auto-oglasi/21825190/alfa-romeo-33?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1206,https://www.polovniautomobili.com/auto-oglasi/21824343/alfa-romeo-156-jtd?attp=p2_pv0_pc1_pl1_plv0,,,,,,,,,,,
1207,https://www.polovniautomobili.com/auto-oglasi/21823870/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1208,https://www.polovniautomobili.com/auto-oglasi/21823687/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1209,https://www.polovniautomobili.com/auto-oglasi/21822304/alfa-romeo-146-14-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1210,https://www.polovniautomobili.com/auto-oglasi/21822439/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1211,https://www.polovniautomobili.com/auto-oglasi/21821298/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1212,https://www.polovniautomobili.com/auto-oglasi/21669568/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1213,https://www.polovniautomobili.com/auto-oglasi/21820485/alfa-romeo-156-regg-82023?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1214,https://www.polovniautomobili.com/auto-oglasi/21820127/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1215,https://www.polovniautomobili.com/auto-oglasi/21820091/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1216,https://www.polovniautomobili.com/auto-oglasi/21224905/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1217,https://www.polovniautomobili.com/auto-oglasi/21819417/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1218,https://www.polovniautomobili.com/auto-oglasi/20921581/alfa-romeo-145-14-boxer?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1219,https://www.polovniautomobili.com/auto-oglasi/21814906/alfa-romeo-147-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1220,https://www.polovniautomobili.com/auto-oglasi/21814676/alfa-romeo-156-20-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1221,https://www.polovniautomobili.com/auto-oglasi/21812692/alfa-romeo-146-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1222,https://www.polovniautomobili.com/auto-oglasi/21813810/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1223,https://www.polovniautomobili.com/auto-oglasi/21812543/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1224,https://www.polovniautomobili.com/auto-oglasi/21805357/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1225,https://www.polovniautomobili.com/auto-oglasi/21515357/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1226,https://www.polovniautomobili.com/auto-oglasi/21830205/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1227,https://www.polovniautomobili.com/auto-oglasi/21680811/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1228,https://www.polovniautomobili.com/auto-oglasi/21829684/alfa-romeo-147-16-ts?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1229,https://www.polovniautomobili.com/auto-oglasi/21828232/alfa-romeo-147-16-twinspark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1230,https://www.polovniautomobili.com/auto-oglasi/21825190/alfa-romeo-33?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1231,https://www.polovniautomobili.com/auto-oglasi/21824343/alfa-romeo-156-jtd?attp=p2_pv0_pc1_pl1_plv0,,,,,,,,,,,
1232,https://www.polovniautomobili.com/auto-oglasi/21823870/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1233,https://www.polovniautomobili.com/auto-oglasi/21823687/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1234,https://www.polovniautomobili.com/auto-oglasi/21822304/alfa-romeo-146-14-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1235,https://www.polovniautomobili.com/auto-oglasi/21822439/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1236,https://www.polovniautomobili.com/auto-oglasi/21821298/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1237,https://www.polovniautomobili.com/auto-oglasi/21669568/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1238,https://www.polovniautomobili.com/auto-oglasi/21820485/alfa-romeo-156-regg-82023?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1239,https://www.polovniautomobili.com/auto-oglasi/21820127/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1240,https://www.polovniautomobili.com/auto-oglasi/21820091/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1241,https://www.polovniautomobili.com/auto-oglasi/21224905/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1242,https://www.polovniautomobili.com/auto-oglasi/21819417/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1243,https://www.polovniautomobili.com/auto-oglasi/20921581/alfa-romeo-145-14-boxer?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1244,https://www.polovniautomobili.com/auto-oglasi/21814906/alfa-romeo-147-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1245,https://www.polovniautomobili.com/auto-oglasi/21814676/alfa-romeo-156-20-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1246,https://www.polovniautomobili.com/auto-oglasi/21812692/alfa-romeo-146-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1247,https://www.polovniautomobili.com/auto-oglasi/21813810/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1248,https://www.polovniautomobili.com/auto-oglasi/21812543/alfa-romeo-147-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1249,https://www.polovniautomobili.com/auto-oglasi/21805357/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1250,https://www.polovniautomobili.com/auto-oglasi/21804498/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1251,https://www.polovniautomobili.com/auto-oglasi/21652428/alfa-romeo-147-19-jtd-8v?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1252,https://www.polovniautomobili.com/auto-oglasi/21653123/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1253,https://www.polovniautomobili.com/auto-oglasi/21801077/alfa-romeo-147-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1254,https://www.polovniautomobili.com/auto-oglasi/21792723/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1255,https://www.polovniautomobili.com/auto-oglasi/21796013/alfa-romeo-147-16tespark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1256,https://www.polovniautomobili.com/auto-oglasi/21794372/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1257,https://www.polovniautomobili.com/auto-oglasi/21794317/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1258,https://www.polovniautomobili.com/auto-oglasi/21618053/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1259,https://www.polovniautomobili.com/auto-oglasi/21787676/alfa-romeo-alfetta-16?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1260,https://www.polovniautomobili.com/auto-oglasi/21782769/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1261,https://www.polovniautomobili.com/auto-oglasi/21783107/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1262,https://www.polovniautomobili.com/auto-oglasi/20649145/alfa-romeo-156-16?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1263,https://www.polovniautomobili.com/auto-oglasi/21767966/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1264,https://www.polovniautomobili.com/auto-oglasi/21616714/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1265,https://www.polovniautomobili.com/auto-oglasi/21764990/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1266,https://www.polovniautomobili.com/auto-oglasi/21765667/alfa-romeo-156-19-jtd-reg-122023?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1267,https://www.polovniautomobili.com/auto-oglasi/21762931/alfa-romeo-147-19-tdi?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1268,https://www.polovniautomobili.com/auto-oglasi/21761418/alfa-romeo-147-16?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1269,https://www.polovniautomobili.com/auto-oglasi/21758601/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1270,https://www.polovniautomobili.com/auto-oglasi/21025026/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1271,https://www.polovniautomobili.com/auto-oglasi/21610633/alfa-romeo-147-20-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1272,https://www.polovniautomobili.com/auto-oglasi/21756103/alfa-romeo-146?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1273,https://www.polovniautomobili.com/auto-oglasi/21751746/alfa-romeo-156-19?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1274,https://www.polovniautomobili.com/auto-oglasi/21752524/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1275,https://www.polovniautomobili.com/auto-oglasi/21804498/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1276,https://www.polovniautomobili.com/auto-oglasi/21652428/alfa-romeo-147-19-jtd-8v?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1277,https://www.polovniautomobili.com/auto-oglasi/21653123/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1278,https://www.polovniautomobili.com/auto-oglasi/21801077/alfa-romeo-147-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1279,https://www.polovniautomobili.com/auto-oglasi/21792723/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1280,https://www.polovniautomobili.com/auto-oglasi/21796013/alfa-romeo-147-16tespark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1281,https://www.polovniautomobili.com/auto-oglasi/21794372/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1282,https://www.polovniautomobili.com/auto-oglasi/21794317/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1283,https://www.polovniautomobili.com/auto-oglasi/21618053/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1284,https://www.polovniautomobili.com/auto-oglasi/21787676/alfa-romeo-alfetta-16?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1285,https://www.polovniautomobili.com/auto-oglasi/21782769/alfa-romeo-156-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1286,https://www.polovniautomobili.com/auto-oglasi/21783107/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1287,https://www.polovniautomobili.com/auto-oglasi/20649145/alfa-romeo-156-16?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1288,https://www.polovniautomobili.com/auto-oglasi/21767966/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1289,https://www.polovniautomobili.com/auto-oglasi/21616714/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1290,https://www.polovniautomobili.com/auto-oglasi/21764990/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1291,https://www.polovniautomobili.com/auto-oglasi/21765667/alfa-romeo-156-19-jtd-reg-122023?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1292,https://www.polovniautomobili.com/auto-oglasi/21762931/alfa-romeo-147-19-tdi?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1293,https://www.polovniautomobili.com/auto-oglasi/21761418/alfa-romeo-147-16?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1294,https://www.polovniautomobili.com/auto-oglasi/21758601/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1295,https://www.polovniautomobili.com/auto-oglasi/21025026/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1296,https://www.polovniautomobili.com/auto-oglasi/21610633/alfa-romeo-147-20-twin-spark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1297,https://www.polovniautomobili.com/auto-oglasi/21756103/alfa-romeo-146?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1298,https://www.polovniautomobili.com/auto-oglasi/21751746/alfa-romeo-156-19?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1299,https://www.polovniautomobili.com/auto-oglasi/21752524/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1300,https://www.polovniautomobili.com/auto-oglasi/21804498/alfa-romeo-147-19jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1301,https://www.polovniautomobili.com/auto-oglasi/21652428/alfa-romeo-147-19-jtd-8v?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1302,https://www.polovniautomobili.com/auto-oglasi/21653123/alfa-romeo-156-19-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1303,https://www.polovniautomobili.com/auto-oglasi/21801077/alfa-romeo-147-jtd?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1304,https://www.polovniautomobili.com/auto-oglasi/21792723/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1305,https://www.polovniautomobili.com/auto-oglasi/21796013/alfa-romeo-147-16tespark?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1306,https://www.polovniautomobili.com/auto-oglasi/21794372/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1307,https://www.polovniautomobili.com/auto-oglasi/21794317/alfa-romeo-156?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
1308,https://www.polovniautomobili.com/auto-oglasi/21618053/alfa-romeo-147?attp=p0_pv0_pc0_pl1_plv0,,,,,,,,,,,
